DATA DA VENDA,SETOR,PRODUTO,VENDEDOR,REGIÃO,ESTADO,CLIENTE,FATURAMENTO,MARGEM DE LUCRO,LUCRO_CALCULADO
2035-02-25 00:00:00,Congelados,Pizza,Daniele,Sudeste,São Paulo,Atacado,986.99,0.15,148.05
2035-02-26 00:00:00,Congelados,Pizza,Daniele,Sudeste,São Paulo,Varejo,752.0,0.15,112.8
2035-02-27 00:00:00,Carnes,Frango,Amaral,Sul,Santa Catarina,Varejo,710.37,0.12,106.51
2035-02-27 00:00:00,Congelados,Lasanha,Leo,Sul,Paraná,Atacarejo,817.72,0.19,155.37
2035-02-27 00:00:00,Carnes,Bovina,Amaral,Nordeste,Bahia,Varejo,535.51,0.11,58.91
2035-02-27 00:00:00,Carnes,Suína,Amaral,Nordeste,Bahia,Atacarejo,823.71,0.17,140.03
2035-02-28 00:00:00,Laticínio,Leite,Jonas,Nordeste,Sergipe,Atacado,985.07,0.16,157.61
2035-03-01 00:00:00,Congelados,Lasanha,Evandro,Sudeste,Rio de Janeiro,Atacado,698.33,0.17,118.72
2035-03-01 00:00:00,Laticínio,Queijo,Jonas,Nordeste,Sergipe,Varejo,625.48,0.11,68.8
2035-03-01 00:00:00,Carnes,Bovina,Leo,Sul,Rio Grande do Sul,Varejo,605.5,0.17,102.94
2035-03-01 00:00:00,Bebidas,Sucos,Evandro,Sul,Santa Catarina,Atacarejo,694.45,0.05,34.72
2035-03-01 00:00:00,Laticínio,Sorvete,Vanessa,Sul,Paraná,Atacarejo,653.3,0.06,39.2
2035-03-01 00:00:00,Carnes,Suína,Leo,Sul,Santa Catarina,Atacarejo,730.48,0.19,138.79
2035-03-02 00:00:00,Congelados,Lasanha,Vanessa,Sul,Paraná,Atacarejo,549.64,0.08,43.97
2035-03-02 00:00:00,Carnes,Suína,Amaral,Nordeste,Bahia,Atacado,896.63,0.05,106.51
2035-03-02 00:00:00,Carnes,Frango,Jonas,Sul,Santa Catarina,Varejo,623.49,0.07,43.64
2035-03-03 00:00:00,Carnes,Frango,Jonas,Sul,Rio Grande do Sul,Atacarejo,912.64,0.15,136.9
2035-01-31 00:00:00,Laticínio,Queijo,Leo,Sudeste,Minas Gerais,Atacado,957.63,0.18,172.37
2035-03-03 00:00:00,Congelados,Pizza,Vanessa,Sul,Rio Grande do Sul,Atacado,953.5,0.12,106.51
2035-03-03 00:00:00,Laticínio,Coalhada,Vanessa,Sul,Santa Catarina,Atacarejo,895.46,0.15,134.32
2035-03-03 00:00:00,Carnes,Frango,Amaral,Sul,Paraná,Varejo,819.56,0.16,131.13
2035-03-03 00:00:00,Laticínio,Leite,Amaral,Nordeste,Bahia,Varejo,704.7,0.06,42.28
2035-03-03 00:00:00,Bebidas,Refrigerantes,Leo,Sul,Rio Grande do Sul,Atacado,772.06,0.08,61.76
2035-03-04 00:00:00,Congelados,Lasanha,Amaral,Nordeste,Sergipe,Atacarejo,942.85,0.16,150.86
2035-03-04 00:00:00,Bebidas,Sucos,Vanessa,Sudeste,Minas Gerais,Atacarejo,815.21,0.19,154.89
2035-01-31 00:00:00,Laticínio,Leite,Leo,Sul,Paraná,Varejo,542.28,0.05,27.11
2035-03-04 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Rio de Janeiro,Atacarejo,723.78,0.12,86.85
2035-03-04 00:00:00,Laticínio,Sorvete,Vanessa,Sudeste,São Paulo,Atacado,852.58,0.17,144.94
2035-03-05 00:00:00,Laticínio,Queijo,Daniele,Sudeste,Rio de Janeiro,Varejo,796.48,0.1,79.65
2035-03-05 00:00:00,Congelados,Lasanha,Amaral,Nordeste,Rio Grande do Norte,Atacado,766.21,0.09,68.96
2035-03-05 00:00:00,Bebidas,Refrigerantes,Amaral,Sul,Rio Grande do Sul,Varejo,566.99,0.15,85.05
2035-03-05 00:00:00,Bebidas,Cervejas,Vanessa,Nordeste,Rio Grande do Norte,Varejo,896.63,0.18,106.51
2035-03-06 00:00:00,Congelados,Lasanha,Amaral,Sul,Rio Grande do Sul,Atacado,698.11,0.06,41.89
2035-03-06 00:00:00,Congelados,Pizza,Vanessa,Sudeste,São Paulo,Atacado,523.22,0.08,41.86
2035-03-06 00:00:00,Congelados,Lasanha,Vanessa,Nordeste,Rio Grande do Norte,Varejo,896.63,0.08,106.51
2035-01-31 00:00:00,Carnes,Suína,Jonas,Nordeste,Rio Grande do Norte,Atacarejo,846.27,0.19,160.79
2035-03-06 00:00:00,Congelados,Pizza,Jonas,Sudeste,Minas Gerais,Atacado,596.37,0.15,89.46
2035-03-07 00:00:00,Laticínio,Leite,Daniele,Sudeste,Rio de Janeiro,Atacarejo,756.88,0.05,37.84
2035-03-07 00:00:00,Congelados,Pizza,Leo,Sul,Santa Catarina,Varejo,543.81,0.18,97.89
2035-03-07 00:00:00,Laticínio,Coalhada,Amaral,Sudeste,Minas Gerais,Varejo,889.59,0.18,160.13
2035-03-07 00:00:00,Laticínio,Leite,Vanessa,Sul,Santa Catarina,Atacarejo,658.75,0.16,105.4
2035-03-07 00:00:00,Congelados,Pizza,Vanessa,Sudeste,São Paulo,Atacarejo,866.06,0.05,43.3
2035-03-07 00:00:00,Bebidas,Cervejas,Daniele,Nordeste,Bahia,Varejo,881.28,0.19,167.44
2035-03-07 00:00:00,Laticínio,Leite,Amaral,Sul,Rio Grande do Sul,Atacado,800.87,0.06,48.05
2035-03-07 00:00:00,Congelados,Lasanha,Jonas,Sudeste,Minas Gerais,Atacarejo,825.39,0.09,74.29
2035-03-08 00:00:00,Laticínio,Coalhada,Vanessa,Sudeste,São Paulo,Atacarejo,960.34,0.14,134.45
2035-03-08 00:00:00,Carnes,Frango,Vanessa,Sudeste,Minas Gerais,Atacado,815.81,0.09,73.42
2035-03-08 00:00:00,Laticínio,Coalhada,Leo,Nordeste,Rio Grande do Norte,Atacado,740.59,0.16,118.49
2035-03-09 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Rio de Janeiro,Atacado,978.23,0.19,185.86
2035-03-10 00:00:00,Carnes,Frango,Evandro,Sudeste,Rio de Janeiro,Atacarejo,553.47,0.18,99.62
2035-03-10 00:00:00,Laticínio,Sorvete,Vanessa,Nordeste,Bahia,Varejo,564.59,0.07,39.52
2035-03-10 00:00:00,Congelados,Pizza,Vanessa,Nordeste,Bahia,Atacado,737.28,0.18,132.71
2035-03-10 00:00:00,Congelados,Pizza,Evandro,Nordeste,Sergipe,Varejo,896.63,0.06,106.51
2035-03-10 00:00:00,Congelados,Lasanha,Amaral,Nordeste,Rio Grande do Norte,Varejo,747.86,0.15,112.18
2035-03-10 00:00:00,Carnes,Bovina,Leo,Sul,Paraná,Atacado,651.5,0.15,97.72
2035-03-10 00:00:00,Congelados,Pizza,Leo,Sul,Paraná,Varejo,664.42,0.18,119.6
2035-03-10 00:00:00,Laticínio,Leite,Vanessa,Nordeste,Rio Grande do Norte,Varejo,739.04,0.05,36.95
2035-03-10 00:00:00,Congelados,Lasanha,Amaral,Nordeste,Rio Grande do Norte,Atacado,722.87,0.19,137.35
2035-03-11 00:00:00,Laticínio,Coalhada,Amaral,Sudeste,São Paulo,Atacarejo,955.8,0.11,105.14
2035-03-12 00:00:00,Laticínio,Sorvete,Jonas,Sul,Santa Catarina,Atacado,663.58,0.1,66.36
2035-03-12 00:00:00,Carnes,Bovina,Leo,Sul,Santa Catarina,Varejo,874.09,0.19,166.08
2035-03-12 00:00:00,Carnes,Suína,Vanessa,Sul,Santa Catarina,Atacarejo,611.16,0.13,79.45
2035-03-12 00:00:00,Carnes,Bovina,Vanessa,Sudeste,Rio de Janeiro,Atacarejo,753.81,0.17,128.15
2035-03-13 00:00:00,Bebidas,Refrigerantes,Vanessa,Nordeste,Bahia,Atacarejo,650.37,0.16,104.06
2035-03-13 00:00:00,Carnes,Frango,Daniele,Sudeste,São Paulo,Atacarejo,838.21,0.06,50.29
2035-03-13 00:00:00,Bebidas,Refrigerantes,Vanessa,Sudeste,Rio de Janeiro,Atacarejo,833.86,0.08,66.71
2035-03-14 00:00:00,Laticínio,Leite,Daniele,Sul,Paraná,Atacarejo,974.54,0.13,126.69
2035-03-14 00:00:00,Laticínio,Sorvete,Evandro,Nordeste,Bahia,Atacado,752.37,0.06,45.14
2035-03-15 00:00:00,Congelados,Pizza,Amaral,Sudeste,Rio de Janeiro,Atacado,1074.34,0.09,96.69
2035-03-15 00:00:00,Bebidas,Refrigerantes,Amaral,Sudeste,Rio de Janeiro,Atacado,1442.79,0.11,158.71
2035-03-15 00:00:00,Congelados,Pizza,Amaral,Nordeste,Rio Grande do Norte,Atacarejo,1238.06,0.12,106.51
2035-01-31 00:00:00,Carnes,Suína,Vanessa,Sul,Paraná,Atacarejo,1338.67,0.06,80.32
2035-03-16 00:00:00,Laticínio,Sorvete,Amaral,Sudeste,São Paulo,Varejo,1185.86,0.06,71.15
2035-03-16 00:00:00,Laticínio,Leite,Jonas,Sudeste,Minas Gerais,Atacado,1469.88,0.14,205.78
2035-03-17 00:00:00,Carnes,Frango,Daniele,Nordeste,Sergipe,Atacarejo,1153.9,0.15,173.08
2035-03-17 00:00:00,Congelados,Pizza,Amaral,Sudeste,Minas Gerais,Atacarejo,1192.84,0.17,202.78
2035-03-17 00:00:00,Bebidas,Refrigerantes,Evandro,Nordeste,Rio Grande do Norte,Varejo,1146.71,0.18,206.41
2035-01-31 00:00:00,Bebidas,Cervejas,Leo,Sudeste,São Paulo,Atacado,1256.9,0.06,75.41
2035-03-18 00:00:00,Carnes,Bovina,Evandro,Sul,Paraná,Varejo,1128.34,0.08,90.27
2035-03-18 00:00:00,Bebidas,Refrigerantes,Evandro,Nordeste,Sergipe,Varejo,1196.7,0.08,95.74
2035-03-19 00:00:00,Congelados,Lasanha,Daniele,Sudeste,Rio de Janeiro,Varejo,1173.44,0.16,187.75
2035-03-19 00:00:00,Laticínio,Queijo,Amaral,Sudeste,Rio de Janeiro,Varejo,1020.67,0.05,51.03
2035-03-19 00:00:00,Carnes,Suína,Amaral,Sul,Rio Grande do Sul,Atacado,1068.81,0.09,96.19
2035-03-19 00:00:00,Laticínio,Coalhada,Daniele,Nordeste,Rio Grande do Norte,Atacarejo,1278.15,0.15,191.72
2035-03-19 00:00:00,Bebidas,Refrigerantes,Evandro,Nordeste,Rio Grande do Norte,Atacado,1024.51,0.06,61.47
2035-03-19 00:00:00,Congelados,Lasanha,Amaral,Sudeste,Rio de Janeiro,Atacado,1315.24,0.19,249.9
2035-03-19 00:00:00,Carnes,Frango,Leo,Sudeste,Rio de Janeiro,Atacado,1216.04,0.05,60.8
2035-03-19 00:00:00,Bebidas,Cervejas,Jonas,Nordeste,Sergipe,Atacarejo,1168.92,0.13,151.96
2035-03-20 00:00:00,Congelados,Lasanha,Leo,Sul,Santa Catarina,Atacarejo,1139.09,0.11,125.3
2035-03-20 00:00:00,Bebidas,Sucos,Jonas,Sudeste,São Paulo,Atacarejo,896.63,0.14,106.51
2035-03-20 00:00:00,Bebidas,Cervejas,Jonas,Sul,Rio Grande do Sul,Atacarejo,1205.83,0.16,192.93
2035-03-20 00:00:00,Laticínio,Coalhada,Amaral,Sul,Rio Grande do Sul,Atacarejo,1051.99,0.15,157.8
2035-03-20 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Rio de Janeiro,Varejo,1295.34,0.19,246.11
2035-03-21 00:00:00,Laticínio,Sorvete,Vanessa,Sudeste,Minas Gerais,Atacado,1442.4,0.08,115.39
2035-03-22 00:00:00,Congelados,Pizza,Vanessa,Sul,Paraná,Atacado,1033.44,0.08,82.68
2035-03-22 00:00:00,Laticínio,Sorvete,Vanessa,Sudeste,São Paulo,Varejo,896.63,0.12,106.51
2035-03-22 00:00:00,Congelados,Lasanha,Daniele,Nordeste,Rio Grande do Norte,Varejo,1425.27,0.11,156.78
2035-03-22 00:00:00,Carnes,Suína,Evandro,Nordeste,Sergipe,Varejo,1163.01,0.13,151.19
2035-03-23 00:00:00,Carnes,Frango,Vanessa,Nordeste,Sergipe,Atacado,1150.11,0.1,115.01
2035-03-23 00:00:00,Laticínio,Leite,Daniele,Nordeste,Bahia,Varejo,1121.1,0.18,201.8
2035-03-23 00:00:00,Laticínio,Queijo,Vanessa,Sudeste,São Paulo,Atacarejo,1262.32,0.13,164.1
2035-03-24 00:00:00,Congelados,Lasanha,Vanessa,Nordeste,Bahia,Atacarejo,896.63,0.12,106.51
2035-03-24 00:00:00,Laticínio,Leite,Vanessa,Sudeste,Minas Gerais,Varejo,1133.54,0.07,79.35
2035-03-25 00:00:00,Congelados,Pizza,Vanessa,Nordeste,Rio Grande do Norte,Atacado,1031.77,0.08,82.54
2035-03-25 00:00:00,Laticínio,Coalhada,Amaral,Sudeste,Rio de Janeiro,Varejo,1400.28,0.11,154.03
2035-03-25 00:00:00,Bebidas,Refrigerantes,Vanessa,Nordeste,Bahia,Atacarejo,1259.86,0.12,151.18
2035-03-26 00:00:00,Carnes,Suína,Amaral,Nordeste,Rio Grande do Norte,Atacado,1247.42,0.18,224.54
2035-03-26 00:00:00,Congelados,Lasanha,Daniele,Nordeste,Bahia,Varejo,1222.71,0.08,97.82
2035-03-26 00:00:00,Congelados,Lasanha,Daniele,Nordeste,Sergipe,Atacado,1307.39,0.15,196.11
2035-03-26 00:00:00,Bebidas,Sucos,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,1454.32,0.08,116.35
2035-03-27 00:00:00,Bebidas,Refrigerantes,Vanessa,Sul,Santa Catarina,Atacarejo,896.63,0.18,106.51
2035-01-31 00:00:00,Carnes,Suína,Daniele,Sudeste,Minas Gerais,Atacado,857.27,0.09,77.15
2035-03-28 00:00:00,Congelados,Pizza,Amaral,Sudeste,Minas Gerais,Atacado,783.13,0.1,78.31
2035-03-29 00:00:00,Bebidas,Cervejas,Leo,Sul,Paraná,Atacado,803.44,0.13,104.45
2035-03-29 00:00:00,Congelados,Pizza,Vanessa,Sul,Santa Catarina,Atacarejo,560.94,0.07,39.27
2035-03-29 00:00:00,Laticínio,Leite,Daniele,Sudeste,São Paulo,Atacado,837.74,0.12,106.51
2035-03-29 00:00:00,Bebidas,Cervejas,Amaral,Nordeste,Rio Grande do Norte,Varejo,986.15,0.06,59.17
2035-03-29 00:00:00,Laticínio,Sorvete,Amaral,Nordeste,Rio Grande do Norte,Atacarejo,760.24,0.15,114.04
2035-03-29 00:00:00,Carnes,Frango,Daniele,Nordeste,Sergipe,Atacado,833.36,0.12,100.0
2035-03-29 00:00:00,Bebidas,Refrigerantes,Amaral,Nordeste,Rio Grande do Norte,Varejo,993.1,0.19,188.69
2035-03-29 00:00:00,Congelados,Lasanha,Jonas,Nordeste,Rio Grande do Norte,Atacado,766.18,0.08,61.29
2035-03-29 00:00:00,Carnes,Frango,Evandro,Sudeste,Minas Gerais,Atacarejo,995.95,0.05,49.8
2035-03-30 00:00:00,Bebidas,Cervejas,Evandro,Sudeste,Rio de Janeiro,Atacarejo,908.59,0.16,145.37
2035-03-30 00:00:00,Laticínio,Coalhada,Daniele,Sul,Paraná,Varejo,679.04,0.12,106.51
2035-03-30 00:00:00,Laticínio,Leite,Vanessa,Nordeste,Bahia,Atacarejo,738.32,0.18,132.9
2035-03-30 00:00:00,Congelados,Pizza,Vanessa,Nordeste,Sergipe,Atacarejo,783.85,0.06,47.03
2035-03-31 00:00:00,Bebidas,Sucos,Vanessa,Sul,Paraná,Atacarejo,880.65,0.13,114.48
2035-03-31 00:00:00,Carnes,Bovina,Vanessa,Nordeste,Bahia,Varejo,849.98,0.16,136.0
2035-03-31 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Minas Gerais,Atacado,907.06,0.12,106.51
2035-03-31 00:00:00,Bebidas,Cervejas,Amaral,Sudeste,Minas Gerais,Atacarejo,691.9,0.12,106.51
2035-03-31 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Rio de Janeiro,Varejo,876.33,0.19,166.5
2035-03-31 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Rio Grande do Sul,Atacado,665.11,0.11,73.16
2035-03-31 00:00:00,Carnes,Frango,Vanessa,Sul,Paraná,Atacarejo,546.45,0.11,60.11
2035-03-31 00:00:00,Carnes,Frango,Amaral,Nordeste,Sergipe,Atacarejo,972.98,0.12,116.76
2035-03-31 00:00:00,Laticínio,Queijo,Amaral,Nordeste,Bahia,Atacarejo,938.0,0.14,131.32
2035-04-01 00:00:00,Carnes,Frango,Leo,Nordeste,Rio Grande do Norte,Atacarejo,893.92,0.17,151.97
2035-04-01 00:00:00,Carnes,Bovina,Amaral,Nordeste,Bahia,Varejo,821.44,0.06,49.29
2035-04-01 00:00:00,Laticínio,Coalhada,Vanessa,Nordeste,Sergipe,Atacado,619.4,0.1,61.94
2035-04-01 00:00:00,Laticínio,Coalhada,Daniele,Nordeste,Rio Grande do Norte,Atacado,676.64,0.16,108.26
2035-04-01 00:00:00,Congelados,Pizza,Leo,Nordeste,Rio Grande do Norte,Atacado,896.63,0.12,106.51
2035-04-02 00:00:00,Congelados,Lasanha,Amaral,Sul,Rio Grande do Sul,Atacarejo,550.63,0.09,49.56
2035-01-31 00:00:00,Congelados,Pizza,Vanessa,Sul,Santa Catarina,Atacado,594.19,0.16,95.07
2035-04-02 00:00:00,Congelados,Pizza,Vanessa,Sul,Rio Grande do Sul,Varejo,675.84,0.06,40.55
2035-04-02 00:00:00,Laticínio,Coalhada,Jonas,Sul,Paraná,Varejo,694.1,0.15,104.12
2035-04-02 00:00:00,Congelados,Pizza,Vanessa,Sudeste,São Paulo,Atacarejo,867.31,0.13,112.75
2035-04-02 00:00:00,Congelados,Pizza,Daniele,Nordeste,Rio Grande do Norte,Varejo,569.55,0.16,91.13
2035-04-03 00:00:00,Bebidas,Cervejas,Vanessa,Sudeste,Rio de Janeiro,Varejo,772.53,0.12,106.51
2035-04-03 00:00:00,Carnes,Suína,Leo,Sul,Rio Grande do Sul,Varejo,996.19,0.19,189.28
2035-04-03 00:00:00,Congelados,Lasanha,Daniele,Sul,Paraná,Atacarejo,736.84,0.15,110.53
2035-04-03 00:00:00,Laticínio,Leite,Vanessa,Sudeste,Rio de Janeiro,Atacarejo,955.45,0.08,76.44
2035-04-03 00:00:00,Congelados,Lasanha,Vanessa,Nordeste,Bahia,Atacarejo,977.77,0.13,127.11
2035-04-03 00:00:00,Carnes,Suína,Vanessa,Sudeste,Rio de Janeiro,Varejo,604.52,0.13,78.59
2035-04-03 00:00:00,Carnes,Bovina,Vanessa,Nordeste,Bahia,Atacarejo,978.3,0.16,156.53
2035-04-04 00:00:00,Congelados,Lasanha,Vanessa,Nordeste,Rio Grande do Norte,Varejo,896.63,0.08,106.51
2035-04-04 00:00:00,Laticínio,Sorvete,Leo,Sudeste,Rio de Janeiro,Atacarejo,601.14,0.05,30.06
2035-01-31 00:00:00,Laticínio,Leite,Vanessa,Sul,Rio Grande do Sul,Atacado,541.09,0.07,37.88
2035-01-31 00:00:00,Laticínio,Leite,Daniele,Sudeste,Minas Gerais,Atacarejo,949.95,0.12,106.51
2035-04-05 00:00:00,Bebidas,Cervejas,Leo,Nordeste,Sergipe,Atacado,975.78,0.17,165.88
2035-04-05 00:00:00,Carnes,Suína,Daniele,Sul,Rio Grande do Sul,Atacado,586.52,0.12,106.51
2035-04-05 00:00:00,Congelados,Pizza,Daniele,Nordeste,Rio Grande do Norte,Varejo,554.17,0.1,55.42
2035-04-05 00:00:00,Laticínio,Queijo,Amaral,Sul,Santa Catarina,Atacado,889.25,0.15,133.39
2035-04-05 00:00:00,Carnes,Bovina,Amaral,Sul,Santa Catarina,Atacado,718.36,0.14,100.57
2035-04-05 00:00:00,Laticínio,Queijo,Vanessa,Sudeste,Minas Gerais,Atacarejo,979.46,0.14,137.12
2035-04-05 00:00:00,Bebidas,Refrigerantes,Amaral,Sul,Paraná,Atacado,586.44,0.09,52.78
2035-04-05 00:00:00,Bebidas,Sucos,Vanessa,Nordeste,Sergipe,Atacado,610.94,0.17,103.86
2035-04-06 00:00:00,Bebidas,Sucos,Evandro,Nordeste,Rio Grande do Norte,Atacado,896.63,0.18,106.51
2035-04-06 00:00:00,Carnes,Bovina,Leo,Nordeste,Bahia,Atacado,896.63,0.17,106.51
2035-01-31 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Rio de Janeiro,Varejo,570.4,0.12,68.45
2035-04-07 00:00:00,Bebidas,Sucos,Vanessa,Nordeste,Bahia,Atacado,842.97,0.07,59.01
2035-04-07 00:00:00,Bebidas,Refrigerantes,Amaral,Sudeste,São Paulo,Atacarejo,572.23,0.07,40.06
2035-04-07 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Rio de Janeiro,Atacarejo,993.34,0.12,119.2
2035-04-07 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Paraná,Atacarejo,896.63,0.16,106.51
2035-04-07 00:00:00,Laticínio,Queijo,Vanessa,Nordeste,Sergipe,Atacarejo,691.8,0.18,124.52
2035-04-08 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Rio de Janeiro,Varejo,973.06,0.16,155.69
2035-04-08 00:00:00,Carnes,Bovina,Leo,Sudeste,Rio de Janeiro,Atacado,710.65,0.16,113.7
2035-04-08 00:00:00,Carnes,Frango,Leo,Sudeste,Minas Gerais,Atacado,956.22,0.1,95.62
2035-04-09 00:00:00,Carnes,Suína,Amaral,Nordeste,Sergipe,Atacado,745.68,0.07,52.2
2035-04-09 00:00:00,Laticínio,Coalhada,Vanessa,Sul,Paraná,Varejo,861.46,0.18,155.06
2035-04-09 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Minas Gerais,Atacado,770.75,0.16,123.32
2035-04-09 00:00:00,Laticínio,Queijo,Vanessa,Sudeste,São Paulo,Varejo,718.59,0.09,64.67
2035-01-31 00:00:00,Carnes,Bovina,Daniele,Sudeste,São Paulo,Varejo,553.25,0.12,66.39
2035-04-10 00:00:00,Laticínio,Coalhada,Amaral,Sudeste,Rio de Janeiro,Atacarejo,790.35,0.13,102.75
2035-04-11 00:00:00,Bebidas,Cervejas,Vanessa,Sudeste,Rio de Janeiro,Atacado,900.47,0.14,126.07
2035-04-11 00:00:00,Laticínio,Queijo,Amaral,Sul,Paraná,Atacado,561.77,0.19,106.74
2035-04-11 00:00:00,Congelados,Pizza,Vanessa,Sul,Paraná,Varejo,874.16,0.16,139.87
2035-04-12 00:00:00,Bebidas,Cervejas,Jonas,Sudeste,São Paulo,Varejo,872.96,0.12,106.51
2035-04-12 00:00:00,Laticínio,Coalhada,Jonas,Nordeste,Sergipe,Atacarejo,777.99,0.05,38.9
2035-04-12 00:00:00,Congelados,Lasanha,Amaral,Sudeste,São Paulo,Atacado,707.52,0.07,49.53
2035-04-12 00:00:00,Congelados,Lasanha,Amaral,Sudeste,Minas Gerais,Atacarejo,833.95,0.12,100.07
2035-04-13 00:00:00,Laticínio,Leite,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,884.83,0.08,70.79
2035-04-13 00:00:00,Carnes,Frango,Vanessa,Nordeste,Bahia,Atacarejo,847.53,0.15,127.13
2035-04-13 00:00:00,Carnes,Suína,Amaral,Sudeste,São Paulo,Atacado,874.04,0.08,69.92
2035-04-14 00:00:00,Bebidas,Cervejas,Leo,Sudeste,São Paulo,Atacado,714.72,0.13,92.91
2035-04-14 00:00:00,Congelados,Lasanha,Jonas,Sul,Paraná,Varejo,927.1,0.06,55.63
2035-04-15 00:00:00,Carnes,Frango,Daniele,Nordeste,Rio Grande do Norte,Atacado,648.36,0.06,38.9
2035-04-15 00:00:00,Bebidas,Refrigerantes,Amaral,Sul,Paraná,Atacarejo,630.48,0.12,75.66
2035-04-15 00:00:00,Bebidas,Sucos,Vanessa,Sul,Rio Grande do Sul,Varejo,815.04,0.19,154.86
2035-04-15 00:00:00,Bebidas,Refrigerantes,Jonas,Nordeste,Rio Grande do Norte,Varejo,896.63,0.15,106.51
2035-04-15 00:00:00,Carnes,Suína,Vanessa,Sudeste,São Paulo,Varejo,796.14,0.18,143.31
2035-01-31 00:00:00,Carnes,Bovina,Amaral,Sudeste,Rio de Janeiro,Atacarejo,711.54,0.13,92.5
2035-04-16 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Rio de Janeiro,Varejo,644.99,0.17,109.65
2035-04-16 00:00:00,Bebidas,Refrigerantes,Daniele,Sudeste,Minas Gerais,Varejo,673.5,0.17,114.5
2035-04-16 00:00:00,Bebidas,Refrigerantes,Leo,Sudeste,Minas Gerais,Atacado,932.96,0.14,130.61
2035-04-16 00:00:00,Laticínio,Sorvete,Evandro,Sudeste,Minas Gerais,Atacarejo,908.92,0.12,109.07
2035-04-16 00:00:00,Congelados,Pizza,Vanessa,Nordeste,Rio Grande do Norte,Atacado,912.28,0.05,45.61
2035-04-16 00:00:00,Bebidas,Refrigerantes,Vanessa,Sul,Rio Grande do Sul,Atacarejo,598.85,0.08,47.91
2035-04-17 00:00:00,Congelados,Pizza,Evandro,Sudeste,Rio de Janeiro,Varejo,853.35,0.14,119.47
2035-04-18 00:00:00,Laticínio,Leite,Leo,Nordeste,Bahia,Atacarejo,931.95,0.18,167.75
2035-04-18 00:00:00,Congelados,Lasanha,Amaral,Nordeste,Sergipe,Atacarejo,707.65,0.19,134.45
2035-04-19 00:00:00,Bebidas,Refrigerantes,Amaral,Sudeste,Rio de Janeiro,Atacado,983.84,0.06,59.03
2035-04-19 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,São Paulo,Atacado,673.5,0.13,87.56
2035-04-19 00:00:00,Laticínio,Coalhada,Daniele,Sul,Rio Grande do Sul,Varejo,856.0,0.05,42.8
2035-04-20 00:00:00,Carnes,Bovina,Amaral,Nordeste,Sergipe,Atacarejo,574.94,0.12,106.51
2035-04-20 00:00:00,Carnes,Suína,Daniele,Sul,Rio Grande do Sul,Varejo,836.98,0.06,50.22
2035-04-20 00:00:00,Laticínio,Coalhada,Vanessa,Sudeste,São Paulo,Atacarejo,821.79,0.1,82.18
2035-04-20 00:00:00,Bebidas,Refrigerantes,Amaral,Sul,Rio Grande do Sul,Varejo,655.64,0.19,124.57
2035-04-20 00:00:00,Bebidas,Refrigerantes,Leo,Nordeste,Sergipe,Atacado,534.38,0.05,26.72
2035-04-20 00:00:00,Laticínio,Leite,Evandro,Sul,Paraná,Atacarejo,849.01,0.14,118.86
2035-04-20 00:00:00,Congelados,Pizza,Leo,Nordeste,Rio Grande do Norte,Atacado,902.04,0.18,162.37
2035-04-21 00:00:00,Bebidas,Sucos,Leo,Sul,Santa Catarina,Atacado,997.31,0.08,79.78
2035-01-31 00:00:00,Congelados,Lasanha,Daniele,Nordeste,Sergipe,Atacarejo,549.4,0.12,106.51
2035-04-21 00:00:00,Laticínio,Leite,Amaral,Sul,Paraná,Varejo,755.75,0.12,106.51
2035-04-21 00:00:00,Laticínio,Coalhada,Amaral,Nordeste,Rio Grande do Norte,Varejo,929.87,0.14,130.18
2035-04-21 00:00:00,Bebidas,Sucos,Leo,Nordeste,Bahia,Varejo,909.32,0.09,81.84
2035-04-22 00:00:00,Bebidas,Refrigerantes,Vanessa,Sul,Rio Grande do Sul,Atacarejo,814.99,0.1,81.5
2035-04-22 00:00:00,Laticínio,Queijo,Vanessa,Nordeste,Sergipe,Atacado,896.63,0.15,106.51
2035-04-22 00:00:00,Carnes,Suína,Amaral,Sudeste,São Paulo,Varejo,561.86,0.11,61.8
2035-04-22 00:00:00,Bebidas,Cervejas,Daniele,Sul,Santa Catarina,Atacarejo,674.7,0.12,80.96
2035-04-23 00:00:00,Carnes,Frango,Vanessa,Nordeste,Sergipe,Varejo,663.36,0.13,86.24
2035-01-31 00:00:00,Congelados,Pizza,Vanessa,Nordeste,Sergipe,Atacarejo,575.16,0.06,34.51
