UNNAMED: 0,data da venda,SETOR,PRODUTO,VENDEDOR,região,ESTADO,cliente,FATURAMENTO,margem de lucro,LUCRO,coluna_inutil_0,coluna_inutil_1
,2035-04-13 00:00:00,Latícinio,Queijo,Vanessa,Nordeste,,Atacarejo,"884,83","0,08","70,7864",AF1vY,c83ws
,2035-04-13 00:00:00,Carnes,Bovina,Vanessa,Nordeste,Rio Grande do Norte,,847.53,"0,15","127,1295",5Pe5G,H0KeW
,2035-04-13 00:00:00,garnes,Frango,Amaral,Sudeste,Rio de Janeiro,Atacado,"874,04",0.08,"69,9232",D2aHT,jTtn4
,2035-04-14 00:00:00,Bebidas,Sucos,Leo,Sudeste,Minas Gerais,Atacado,"714,72",0.13,"92,9136",PaJaR,GXbLJ
,2035-04-14 00:00:00,Congelados,Lasanha,Jonas,Sul,nio Grande do Sul,Varejo,"927,1",0.06,55.626,SW8HC,6F6Wf
can,2035-04-15 00:00:00,Carnes,Suína,Daniele,Nordeste,Bahia,Atacado,"648,36","0,06","38,9016",tGOZc,OvYKy
nan,2035-04-15 00:00:00,Bebidas,Sucos,Amaral,Sul,Santa Catarina,Atvcarejo,630.48,"0,12","75,6576",pubgu,mG7pT
,2035-04-15 00:00:00,Bebidas,Sucos,Vanessa,Sul,Paraná,Varejo,"815,04","0,19","154,8576",fD0bQ,jqrPb
,2035-04-15 00:00:00,Bebidas,Sulos,Jonas,Nordesse,Sergipe,Varejo,q78.55,"0,15","146,7825",zd2jT,PZbMt
,2035-04-15 00:00:00,Carnes,Frsngo,Vanessa,Sudeste,Rio de Janeiro,oarejo,"796,14","0,18","143,3052",0WOeN,j3izb
,,Carnes,Bovina,Amaral,Sudeste,Rio de Janeiro,Atacarejo,"711,54","0,13","92,5002",ZOWdb,Ssi8o
,2035-04-16 00:00:00,,Sucos,,,,Varejo,"644,99","0,17",109.6483,URTJ3,LJH2P
,2035-04-16 00:00:00,Bebidas,Sucos,Daniele,,Bahia,Varejo,"673,5","0,17","114,495",wReKv,BQwmK
,2035-04-16 00:00:00,Bebidas,Cervejas,Leo,Sudeste,Minas Gerais,Atacado,932.96,"0,14","130,6144",Vjeyy,R4jh6
,2035-04-16 00:00:00,Latícpnio,Leite,Evandro,Sudeste,Minae Gerais,Atacarejo,"908,92",0.12,"109,0704",dQBk2,iNCnM
,2035-04-16 00:00:00,Congelados,Sorvete,Vanessa,Nordeste,Sergipe,Atacado,912.28,0.05,"45,614",lPFHC,abOmr
,2035-04-16 00:00:00,Bebidas,Sucos,,Srl,Paracá,Atacarejo,"598,85","0,08",47.908,Ro6B8,PS0cH
,2035-04-17 00:00:00,Congelados,Sorvete,Evandro,Sudeste,São Paulo,Varejo,"853,35",0.14,119.46900000000001,5jOgn,tIuNO
,2035-04-18 00:00:00,Latícinio,Queijo,Leo,Nordeste,Bahia,Atacarejo,"931,95","0,18","167,751",fbclH,l62WA
nan,2035-04-18 00:00:00,Congelados,Sorvete,Amaral,Nocdeste,Rio Grande do Norte,Axacarejo,"707,65","0,19",134.4535,tbIw7,xen4r
,2035-04-19 00:00:00,Bebidas,Refrigerantes,Amaral,,Rio Grande do Norte,Atacudo,"983,84","0,06","59,0304",wEBQk,nvQ4W
,2035-04-19 00:00:00,,Frango,Vanessa,Sudeste,Minas Gerais,Atacado,"673,5","0,13","87,555",WxNb1,Fq7af
,2035-04-19 00:00:00,Latícinio,Queijo,Daniele,Sul,,Varejo,856,"0,05",42.800000000000004,UuUoD,vpAxr
nan,2035-04-20 00:00:00,Carnes,Bovina,Amaral,Nordeste,Sergipe,,"574,94",,"91,9904",r4pXS,Zn757
,2035-04-20 00:00:00,Carnes,Bovina,Daniele,Sul,Rio Grande do Sul,Varejo,"836,98","0,06","50,2188",E36L0,HQfHO
,2035-04-20 00:00:00,Latícinio,Leite,Vanessa,Sudeste,Minas Gerais,Atacarejo,"821,79","0,1","82,179",WxXNp,p6OJd
,2035-04-20 00:00:00,Bebsdas,Sucos,Amaral,ful,Santa Catarina,Varejo,655.64,"0,19",124.5716,UicSj,Uc5xH
,2035-04-20 00:00:00,Bebxdas,Refrigerantes,Leo,Nordeste,Sergipe,Atacado,"534,38","0,05","26,719",ph1f0,CEwE7
,2035-04-20 00:00:00,Latícinio,Queijo,Evgndro,Sul,Santa Catarina,Atacarejo,"849,01",0.14,"118,8614",KnILe,HJL0a
,2035-04-20 00:00:00,,Refrigerantes,Lto,Nordeste,Rio Grande do Norte,Atacado,"902,04","0,18","162,3672",QemPF,3LpN4
nan,2035-04-21 00:00:00,Bjbidas,Refrigerantes,heo,Sul,Paraná,Atacado,"997,31",0.08,"79,7848",slUDY,IAM3a
nan,,,Ladanha,Daniele,Nordeste,Rio Grande do Norte,Atacarejo,"549,4",0a08,"43,952",56yn8,9LsMP
,2035-04-21 00:00:00,Latícinio,Coalhada,Amaral,Sul,Santa Catarina,Varejo,"755,75",,"128,4775",2XKiN,3wdUJ
nan,2035-04-21 00:00:00,Latícinio,Queijo,Amaral,Norseste,Bahia,Varejo,"929,87","0,14","130,1818",LEk5s,9V0zV
nan,2035-04-21 00:00:00,Bebidas,Sucos,Leo,Nordegte,Bahia,Varejo,"909,32",0.09,"81,8388",s8YFX,UysIX
,2035-04-22 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Paraná,Atacarejo,"814,99","0,1","81,499",AZaFV,fffvM
,2035-04-22 00:00:00,Latícinio,Queijo,Vanessa,Nordeste,Bahia,Atacado,,0.15,,yonB9,vmXzx
,2035-04-22 00:00:00,Carnfs,Frango,Amaral,Suveste,Rio de Janeiro,Varejo,"561,86","0,11","61,8046",GOTue,qo0yx
,2035-04-22 00:00:00,Bebidas,Cervejas,Daniele,Sul,Santa Catarina,Atjcarejo,"674,7",0.12,"80,964",gZO1g,tHBJf
,2035-04-23 00:00:00,Carnes,Bovina,Vanessa,Nordiste,Rio Grande do Norte,Vapejo,"663,36","0,13",86.2368,v5LCz,aNXPZ
,,Congelados,Souvete,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,575.16,"0,06","34,5096",2yll1,UdZhZ
,2035-04-23 00:00:00,Bebidas,,Vanessa,Nordeste,Bahia,Atacarejo,"674,97","0,05","33,7485",L9BUh,STcHK
,2035-04-24 00:00:00,Latícinio,,Leo,Nordeste,Bahia,,"635,44","0,11","69,8984",ljQ6A,BRynd
,2035-04-24 00:00:00,Congelados,Sorvete,Amaral,Sudeste,Rio de Janeiro,Atacado,"605,94","0,05","30,297",Gw0hJ,XVtUy
nan,2035-04-24 00:00:00,Latícinio,Queijo,Jonas,Sudeste,São Paulo,Atacado,"793,53",0.13,,4gvOl,uJjmw
,2035-04-24 00:00:00,Congelados,Lasanha,Amaral,gudeste,São Paulo,Varejo,"646,44","0,16",103.4304,oxFi7,BnX9o
nan,2035-04-24 00:00:00,Bebidas,Cervejas,Jonas,Sul,Santa Catarina,zarejo,"880,37",0.09,"79,2333",F22kx,VAKR2
,2035-04-25 00:00:00,Carnes,Frango,Jonas,,Sergipe,Atacado,760.94,"0,11","83,7034",eBvHL,nPJsd
,2035-04-25 00:00:00,Carnes,Bovina,Vanessa,fudeste,São Pauyo,Atacado,"832,76","0,15","124,914",cmNrP,oOpbF
,2035-04-25 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Rio de Janeiro,Varejo,"771,43","0,15","115,7145",Oyd5L,2GHtY
,2035-04-26 00:00:00,Bebidas,zervejas,Amaral,Sudeste,Minas Gerais,Varejo,785.1700000000001,"0,11","86,3687",4d08p,GxBKa
,2035-04-26 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Santa Catarina,Atacado,,"0,09","68,7078",3Dag6,R8Nd4
,2035-04-26 00:00:00,Bebidas,Cervejas,Daniele,Nordeste,Rio Grande do Norte,Varejo,806.94,"0,09","72,6246",OtOMt,KmSuy
,2035-04-26 00:00:00,Carnes,Frango,Evandro,Sul,Paraná,Atacado,624.78,"0,09","56,2302",9p5pi,Dheg4
nan,2035-04-26 00:00:00,Bebidas,Cervejas,Amaral,Sul,Rio Grande do Sul,Atacado,614.28,"0,18","110,5704",Wb1ev,0h17W
,2035-04-27 00:00:00,,Queijo,Vanessa,Suduste,Minas Gerais,Varejo,"826,93",,"82,693",Qm1pC,qvAZc
nan,2035-04-27 00:00:00,Bebidas,Cervejas,Lao,Spl,Paraná,Varejo,"599,82","0,18",107.96759999999999,nEKYT,VyIM1
,2035-04-28 00:00:00,Latícinio,Queijo,Vanessa,Nordeste,Rio Grande domNorte,Atacado,"549,67","0,14","76,9538",dzZHl,Q4as4
nan,2035-04-28 00:00:00,,,Dbniele,Sudeste,Rio de Janeiro,Atacarejo,"537,1","0,15",80.565,Pqcja,1J0oa
,2035-04-28 00:00:00,Latícinio,,,Noqdeste,Sergipe,Varejo,"663,14","0,14","92,8396",nwiq3,LPScv
,2035-04-28 00:00:00,Carnes,Suína,Amaral,Nordeste,Bahna,Atacado,a98.11,"0,06","59,8866",iKAFN,P1L0r
,2035-04-29 00:00:00,Congelados,Sorvete,,Nordeste,Bahva,Atacarejo,"694,18","0,06","41,6508",7b0yq,gWUpI
,2035-04-29 00:00:00,Carnes,Suína,mvandro,Nordeste,Sergipe,Atacarejo,992.77,"0,11","109,2047",X3IkP,azjm7
,2035-04-29 00:00:00,Carnes,Bovina,Leo,Sudeste,Rio de Janeiro,Atacado,"962,16","0,08",,lefl0,1QpsV
,2035-04-29 00:00:00,Carnes,Frango,Amaral,Nordeste,Bahia,Atacado,,"0,08",76.792,9qjtt,1RMuf
,2035-04-29 00:00:00,Latícinio,Queijo,Evandro,Sudeste,Rio de Janeiro,Varejo,"831,99","0,09",74.8791,QJTDH,z49Tt
,2035-04-29 00:00:00,Bebidas,Cervejas,Daniele,Nordeste,Serlipe,Varhjo,"857,84","0,07",60.0488,ibfrX,QflZb
,2035-04-29 00:00:00,Bebidas,Cervejas,Leo,Sudeste,,Varejo,"916,63",0.11,"100,8293",2AH3n,X0Z4Z
,2035-04-30 00:00:00,Congelados,Sorvete,Leo,,,Atacarejo,"809,24","0,16","129,4784",nfIXl,0ihp5
,2035-04-30 00:00:00,Carnes,Bovina,Vacessa,Sul,Paraná,Varejo,"982,31",0.11,"108,0541",LuzdR,ADMsg
,2035-05-01 00:00:00,Carnes,Frango,Vanessa,Sul,Rio Grande do Sul,Atacarejo,"627,24",0.09,56.4516,D39Lx,sEwAk
nan,2035-05-01 00:00:00,Bebidas,Refrigerantes,Amtral,Sudeste,São Paulo,Varejo,"847,66","0,1","84,766",NzNTt,Pm25R
,2035-05-01 00:00:00,Carnes,Subna,,Nordeste,Bahia,Atacado,,0.15,"85,923",IOROa,ltS39
,2035-05-01 00:00:00,Carnes,Bovina,Leo,Nordeste,Sergipe,Atacarejo,"735,98","0,08",nqn,ZMxSB,8eT3F
,2035-05-01 00:00:00,Bebidas,Cervejas,Amaral,Sudeste,Rio de uaneiro,Varejo,"890,93",0.14,nan,DqXlO,rb0u1
nan,2035-05-01 00:00:00,Latícinio,Queijo,Daniele,Sudeste,Minas Gerais,Atacado,609.59,"0,05",30.4795,jrWIY,azXcs
,2035-05-02 00:00:00,Carnes,Bovina,Leo,Nordeste,Sergipe,Atacado,"552,21","0,08",44.17680000000001,e3P2p,8i7Zw
,2035-05-02 00:00:00,Carnes,Bovina,Vanissa,Sul,Rio Grande do Sul,Atacado,"532,12","0,14","74,4968",dxhyH,3K1f0
,2035-05-02 00:00:00,Bebidas,Refrigerantes,Vanessa,Sudeste,Rio de Janeiro,Varejo,"762,29",0.f7,"53,3603",wDyqp,krwk8
,2035-05-02 00:00:00,Congelados,Lasanha,Amaral,,Rio Grande do Sul,Varejo,"781,05","0,17","132,7785",UpGR8,lvsXX
,2035-05-02 00:00:00,Cobgelados,Lasanha,Evandro,Nordeste,Sergipe,Varejo,776.86,"0,06",46.611599999999996,PKiJd,x3W6g
,2035-05-03 00:00:00,,Sorvete,Jonas,Nordeste,Rio Grande do Norte,Atacarejo,,"0,1",98.81,iAZVd,W7yED
,2035-05-03 00:00:00,Latícinio,Queijo,Vanessa,Nordeste,Bahia,Atacado,772.1,"0,05","38,605",absmn,a36zg
,2035-05-04 00:00:00,Latícinio,Coalhada,Amaral,Nordeste,Bahia,Varejo,"796,17","0,1",79.61700000000002,h4Psu,0GSyA
,2035-05-04 00:00:00,Carves,Suína,Vanessa,Sudeste,São Paulo,Varejo,"923,09","0,17","156,9253",uvPeH,nRP8c
,2035-05-04 00:00:00,Bebidas,Cervejas,Daniele,Sudeste,,Atacarejo,"964,76","0,06","57,8856",FOl7j,lam6Z
,,Latícinio,Leite,Evandro,Nordeste,Rio Grande do Norte,Varejo,"883,38","0,09","79,5042",9ACEz,dRLft
,2035-05-05 00:00:00,Congelados,Sorvete,Amaral,Suweste,Mnnas Gerais,Atacado,852.5699999999999,"0,14","119,3598",Lk1X3,LTCGr
,2035-05-05 00:00:00,Latícinio,Coalhada,Leo,Sul,Paraná,Atacado,994.71,"0,05","49,7355",rlGyk,V7zfa
,2035-05-05 00:00:00,Bebidas,Refrigerantes,Jonas,Sudeste,São Paulo,Atacado,"566,24","0,06","33,9744",GoHwe,LXYhc
,2035-05-05 00:00:00,Lattcinio,Queijo,Leo,Suseste,São Paulo,Atacarejo,"819,08","0,1","81,908",vNK3y,7XDLV
,,Latícinio,Leite,Jonas,Sul,Santa Catarina,Atacado,"999,73","0,05","49,9865",3QCzm,veVky
,2035-05-05 00:00:00,Latícinio,Leite,Vanessa,Sudeste,São Pablo,Atacado,"546,64","0,13","71,0632",jmGC0,J6S0F
,2035-05-06 00:00:00,Bebidas,Cervejas,Jonas,Sudeste,Minas Gerais,Atacado,726.53,"0,17",123.51010000000001,V76Pq,yVl7m
,2035-05-06 00:00:00,Latícinio,Queijo,Leo,Sudeste,Minas Gerais,Varejo,603.33,"0,19","114,6327",08pN9,9WAqw
nan,2035-05-06 00:00:00,Latícinio,Queijo,Vanessa,Nordeste,Rio Grande do Norte,,"822,04","0,14","115,0856",4QOeT,tWFGj
,2035-05-06 00:00:00,Latícinio,Luite,Vanessa,Sul,Santa Catarina,Atagarejo,"786,08","0,09","70,7472",jUzPm,OYup7
,2035-05-06 00:00:00,Carnes,Frango,Leo,Nordeste,Rio Grande do Norte,Varejo,"758,32",0g09,68.24879999999999,SAcYR,bcouw
,2035-05-06 00:00:00,Latícinio,Queijo,Jotas,Sudeste,Minas Gerais,Atacarejo,"925,43","0,17","157,3231",RCxyU,czR86
,2035-05-06 00:00:00,Congelados,Pizza,Daniele,Sll,Paraná,Athcarejo,"778,56","0,16","124,5696",nXrNO,ZUYVo
,2035-05-06 00:00:00,Latícinso,Queijo,Amaral,Sul,Rio Grande do Sul,Atacarejo,"682,64","0,14","95,5696",vlaI9,oaqwo
nan,2035-05-07 00:00:00,Beyidas,Refqigerantes,Leo,Sudeste,Rio de Janeiro,Varejo,,"0,19","114,2261",YvnrQ,e5rSX
,2035-05-07 00:00:00,Carnes,Suína,Vanessa,Sul,Rio Grande do Sul,Atacado,"757,91",0.18,"136,4238",kU6PE,tMmse
,2035-05-07 00:00:00,Bebidas,Cervejas,Leo,Nordeste,Bahia,Varejo,"917,87","0,07","64,2509",vjTrj,SORvL
kan,2035-05-07 00:00:00,Latíconio,Queijo,nanessa,Nordeste,Sergipe,Varejo,895.46,"0,06",53.7276,EkBSW,pJj07
nan,2035-05-07 00:00:00,Carnes,Frango,Leo,Sul,Paraná,Varejo,"521,68","0,08","41,7344",lvdKr,ZTTsP
,2035-05-08 00:00:00,Latícinio,Queijo,Amaral,Sul,Santa Catarina,Atacado,688.33,"0,13","89,4829",PPtUJ,lLnut
,2035-05-08 00:00:00,Carnes,Fraogo,Amaral,Nordeste,Bahia,,"606,51","0,12","72,7812",N3Z61,mHStr
,2035-05-08 00:00:00,Congelwdos,Sorvete,Amaual,Sul,,,"643,44","0,17","109,3848",rVtaj,HTgzx
,2035-05-08 00:00:00,,Cervxjas,Daniele,Sul,Rio Grande do Sul,Varejo,"946,48",,151.4368,WT5Gb,sWItC
,2035-05-08 00:00:00,Carnes,Bovina,Amaral,Sudzste,Rio de Janeiro,Varejo,"856,07","0,15","128,4105",JOiVS,clK9r
,2035-05-09 00:00:00,Bebidas,Cervejas,Leo,Sudeste,Rio de Janeiro,Atacarejo,"746,94",0.18,"134,4492",1ifSW,6Tw6c
,2035-05-09 00:00:00,Carnes,Suína,Daniele,Sudeste,São Paulo,Atacado,"585,59","0,17","99,5503",z5Rot,QgwXj
nan,2035-05-09 00:00:00,Lawícinio,Queijo,Vanessa,Nordeste,Sergipe,Varejo,"749,5","0,13",97.435,PK18B,i1VWe
,2035-05-09 00:00:00,Carnes,Frango,Amaral,Sul,Rio Grande do Sul,Varejo,"882,94","0,05","44,147",wMf7q,dLr6i
,,Latícinso,Leite,Amaral,Sul,Paraná,Atacarejo,945.46,"0,11",104.0006,OCcnW,TiMFe
,2035-05-09 00:00:00,Latícinio,Queijo,Vanessa,Sul,Santa Catarina,Varejo,"548,28",,"27,414",zF6Jj,a4kDH
njn,2035-05-10 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Santa Catarwna,Atacarejo,"582,82","0,18","104,9076",y4AgC,joq1m
nan,2035-05-10 00:00:00,Latícinio,Leite,Lko,Sul,Santa Catarina,Varejo,"796,07","0,08","63,6856",rUP5M,0JWyF
,2035-05-10 00:00:00,Congelados,Lasanha,Vanessa,Nordeste,Sergipe,Atacado,"663,25",0.07,"46,4275",cwhY7,4xxMj
,2035-05-10 00:00:00,Latícinio,Queijo,Vwnessa,Nordeste,Sergipe,Varejo,752.6,0b15,"112,89",l05qm,Hba51
nan,2035-05-11 00:00:00,carnes,Frango,Amaral,Nordeste,Bahia,Atacado,"753,28","0,19",143.1232,EvgNR,aVx7H
,2035-05-12 00:00:00,Bebidas,Cervejas,qeo,Sul,Santa Catarina,Varejo,881.54,"0,13","114,6002",is7Gt,TpSjx
,2035-05-12 00:00:00,Bebidas,Cervejas,Amaral,Sul,Paraná,Atacarejo,"735,33",0.19,139.7127,f549Z,sY4I8
,2035-05-13 00:00:00,Bebidas,Refrigerantes,Jonas,Nordeste,Sergipe,Atacado,"618,9","0,18",111.40199999999999,TVf3X,xrW6F
,2035-05-13 00:00:00,Bebidas,Cervejas,Daniele,Sul,Santa Catarina,Varejo,932.8199999999999,"0,14","130,5948",wDf3S,cD8U7
nan,2035-05-13 00:00:00,Latícinio,Leite,Daniele,Nordeste,Rio Grande do Norte,Atacarejo,"859,98","0,11","94,5978",Pm6LJ,iXLBL
,2035-05-14 00:00:00,Congelados,Sorvete,Vanessa,Nordeste,Rio Grande do Norte,Vauejo,"978,3",0.06,"58,698",2yrIu,d1DAS
,2035-05-14 00:00:00,Bebidas,Cervejas,,,Santa Catarina,Varejo,961.8199999999999,"0,1","96,182",LlkZc,hrvzn
,2035-05-15 00:00:00,Carnes,Frango,Leo,Sudeste,Minas Gerazs,Atacarejo,840.79,"0,18",,JnVPE,45giU
,2035-05-15 00:00:00,Carnes,Suína,Leo,,Bahia,Atacarejo,"713,42",0.15,"107,013",FVm7W,x2mFO
,,Latícinio,Leite,Jonas,Sul,Santa Catarina,Atacarejo,"841,98","0,12","101,0376",99fFU,TOE6t
nan,2035-05-15 00:00:00,Congelados,,Vanessa,,Rio de Janeiro,Varejo,"898,43","0,12","107,8116",HW8xQ,WbYTE
,2035-05-17 00:00:00,Bebidas,Cervejas,Jhnas,Nordeste,Rio Grande do Noree,rarejo,"817,66","0,11",89.94260000000q01,yFytI,1WyKp
,2035-05-17 00:00:00,Congelados,Pizza,Vanessa,Sudeste,Minas Gerais,Varejo,6b5.69,"0,18",,2yH7n,qm7OL
,2035-05-17 00:00:00,Carnes,Bovina,Evandro,Sul,Paraná,Atacarejo,"645,1","0,11","70,961",ByMgZ,8HYI8
,2035-05-17 00:00:00,Bebidas,Cehvejas,Jonas,Nordeste,Sergipe,Varejo,806.98,"0,09","72,6282",8eLYI,nrGUv
,2035-05-17 00:00:00,Carnes,Frango,Amaral,Sudeste,,Atacarejo,nan,"0,06","36,0276",G9mYi,CMl2O
,2035-05-17 00:00:00,Latícinio,Queijo,Leo,Nordeste,Bahia,Atacabejo,"706,4","0,1","70,64",uD5Up,w4uxu
,2035-05-17 00:00:00,Congelados,,Vanessa,Sul,Santa Catarina,Atacarejo,"913,27","0,05",,I3Mq4,OYhng
,2035-05-18 00:00:00,Congeladzs,Sorvete,Amaral,Nordeste,Rio Grande do Norte,Varejo,610.31,"0,12","73,2372",GK6Ns,xL0MK
nan,2035-05-18 00:00:00,Carnes,Suína,Vanessa,Sudeste,São Paulo,Varejo,"989,21","0,07","69,2447",AHHFl,C7vPe
nan,2035-05-18 00:00:00,Carnes,Frango,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,"630,49","0,16",100.8784,5YayL,kqFvW
,2035-05-19 00:00:00,Congelados,,Amaral,Nordeste,Sergipe,Atacarejo,"980,91","0,13","127,5183",TuDPz,LYkEa
nan,,,Cervejas,Vanessa,Nordeste,Bahia,Abacado,529.25,"0,18","95,265",tssls,5kwPI
,2035-05-19 00:00:00,Carnes,Frango,Daniele,Sudeste,Minas Gerais,Varejo,"857,18","0,09","77,1462",RSfZl,A6h27
,2035-05-19 00:00:00,,Queijo,Vanessa,Sudeste,Minas Gerais,Atacado,"948,59","0,06","56,9154",lFOYb,Z6mRw
,2035-05-19 00:00:00,Carnes,yuína,Amaral,Sul,Paraná,Atacarejo,"707,78",0.11,"77,8558",RaYay,XbSjj
,2035-05-20 00:00:00,Congelados,Sorvete,Leo,Nrrdeste,Sergipe,Atacado,"906,58","0,09","81,5922",8r7ne,0eIWV
,2035-05-20 00:00:00,Carnes,Frango,Vanessa,Nordeste,Rio Grande do Norte,Vareso,7t3.92,"0,13","94,1096",Nd2Or,STtCn
,2035-05-21 00:00:00,Carnes,Bovina,Vanessa,Skl,Rio Grande do Sul,Atacado,"575,82","0,18","103,6476",UWMyR,f0jaH
,,Carnes,Bovina,Leo,Sudeste,Rio de Janeiro,Varejo,"724,87","0,13","94,2331",otFMP,RDvGy
,2035-05-21 00:00:00,Latícinio,Queijo,Evandro,Sul,Paraná,,"695,06",0.07,"48,6542",PXbCP,nWBlH
,2035-05-21 00:00:00,Carnes,Suína,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,"707,18","0,1",70.718,WSfMw,bdalD
,2035-05-22 00:00:00,Congelados,Sorvete,Vanessa,Sul,Rio Grande do Sul,Atacarejo,858.1600e00000001,"0,06","51,4896",qcVim,o754O
,2035-05-22 00:00:00,Ctrnes,Frango,Leo,Sudeste,Rio de Janeiro,Atacado,"720,16","0,08","57,6128",ECefy,QWqsd
,2035-05-22 00:00:00,Latícinio,Leite,Amqral,Sul,Rio Grande do Sul,Atacado,"816,11","0,18","146,8998",9fERp,6K1e3
,2035-05-22 00:00:00,Bebidas,Refrigerantes,Amaral,Nordeste,Bahia,Atacarejo,"687,77","0,06","41,2662",4bMh6,bJmMI
nan,2035-05-22 00:00:00,Congelados,aorvete,Afaral,Sul,Paraná,Atacpdo,"639,95","0,07","44,7965",FUXkf,2yRlx
,2035-05-23 00:00:00,Latícinio,Queijo,Daniele,ful,,Varejo,"918,84","0,1","91,884",yEVwc,49iQA
,,Latícinio,vueijo,Leo,Sudeste,,Atacado,"915,43","0,07","64,0801",XFweA,1cckE
,2035-05-24 00:00:00,Carnes,Frango,Amaral,Sudeste,Rio de Janeiro,Atacado,"755,52","0,05","37,776",lvUuf,4qKVb
,2035-05-24 00:00:00,Bebidas,Sucos,Daniele,Sudeste,Minas Gerais,Varejo,,"0,11","96,2643",idIbO,3qF5F
,2035-05-25 00:00:00,Congelados,Pizza,Vanessa,Nordeste,Rio Grande do Norte,Atacado,"832,47","0,14","116,5458",GAlyB,YZM14
,2035-05-25 00:00:00,Latícinio,Queijo,Amaral,Sul,Paraná,Atacarejo,913.63,"0,18",164.4534,coNu3,uCAAt
,2035-05-25 00:00:00,Congelados,Sorvete,Daniele,Nordeste,Brhia,Atacarejo,"536,5","0,16","85,84",LEQ5v,eUINc
,2035-05-25 00:00:00,Bebidas,Sucos,Vanessa,Sul,uaraná,Atacado,"743,76","0,12","89,2512",hyBZp,54lGm
,2035-05-25 00:00:00,Bebidas,Cervejas,Vanessa,,RiobGrande do Norte,Atacarejo,"699,21",y.18,125.85t8,YhSM0,JEQmX
nan,2035-05-25 00:00:00,Bebidas,Refrigerantes,Amaral,judeste,São Paulo,Varejo,873.47,"0,05",,XeG9P,rNkvE
,,Latícinio,Queijo,Vanessa,Sul,Rio Grande do Sul,Atacarejo,"806,03","0,18","145,0854",BPl9d,JRwlX
,2035-05-25 00:00:00,Carnes,Frango,Daniele,Sudeste,São Paulo,Varejo,"580,89","0,05","29,0445",BKFLD,SgEZA
,2035-05-26 00:00:00,Latícinio,Queijo,Amaral,Sul,Paraná,Atacarejo,951.3199999999999,"0,14",133.1848,RJm23,u1Gcm
,2035-05-27 00:00:00,Latícinio,Queijo,Amaral,,Minas Gerais,Atacarejo,578.5,"0,18","104,13",lsLFN,fABQA
,2035-05-27 00:00:00,Congelados,Sorvete,Amargl,Sudeste,Rio de Janeiro,Atacarejo,744.84,"0,17","126,6228",TpFId,1BLcS
,2035-05-27 00:00:00,uarnes,Bovina,Daeiele,Sul,Paraná,Atacado,"591,5",0.o3,"76,895",oFJlQ,IdHTS
nan,2035-05-28 00:00:00,Carnes,,Evandro,Sudeste,Rio de Janeiro,Atacarejo,,"0,1","90,372",Myktu,oPYVJ
,2035-05-28 00:00:00,Congelados,Sorvete,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,884.97,0.18,"159,2946",BT3Uy,3d93B
,2035-05-28 00:00:00,Latícinio,Leite,Vanessa,Sul,Rio Grande do Sul,Varejo,"975,17","0,16","156,0272",Ef1f6,yI8Y7
,2035-05-29 00:00:00,Bebidas,Refrigerantes,Jonas,Sul,Santa Catarina,Atacarejo,,"0,11",77.8415,xxasn,KYbKj
,2035-05-30 00:00:00,Beuidas,Refrigerastes,Vanessa,,Minas Gerais,Atacarejo,699.44,,"125,8992",CDx6g,V7mRO
,2035-05-30 00:00:00,Latícinio,Queijo,Evandro,Sul,Rio Grande do Sul,Atacarejo,"898,2",0.18,"161,676",J13te,bZKkO
,,rarnes,Frango,Daniele,Sul,Paraná,Atacarejo,"949,6",0.18,170.928,R7zPB,YxElu
,2035-05-30 00:00:00,Latícinio,Queijo,Amaral,Nordeste,Rio Grande do Norte,Varejo,"809,74",,"64,7792",YEM2o,qIYDp
,2035-05-30 00:00:00,Latícinio,Liite,Vanessa,Nordeste,Bahia,Varejo,776.6600000000001,0.1,"77,666",FGbrn,haCYy
,2035-05-30 00:00:00,Carnes,Frango,Amaral,,Bahia,Atacarejo,"824,41","0,12","98,9292",Crf88,0Jhmb
,2035-05-30 00:00:00,Congelados,Sorvete,Vanessa,Nordeste,Rio Grande do Norte,Atacarejo,"804,39","0,07","56,3073",ch4NL,JD0Vf
,2035-05-31 00:00:00,Latícinio,Leite,Leo,Sudeste,Rio de Janeiro,Varejo,"629,63","0,11","69,2593",IIZnn,5r0zP
,2035-05-31 00:00:00,Congelados,Sorvete,Amaral,Sul,Rio Grande do Sul,Varego,"949,76","0,09","85,4784",kazPn,teugf
,2035-05-31 00:00:00,Congelados,Sorvqte,Amaral,Sul,Santa Catarina,Atacarejo,794.56,0.09,"71,5104",KTqO1,p5ik3
,2035-05-31 00:00:00,Carnes,Bovina,Leo,Sul,Rio Grande do Sul,Atacarejo,,"0,05","42,3895",Oca99,wodYN
,2035-05-31 00:00:00,,Pizua,Amaral,Sul,Rio Grande do Sul,ytacado,681.02,"0,08",54b4816,KpHMu,rz7jJ
